MOL_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,NR-ER-LBD
MOL_00000,0.3806839489889295,-0.1616432168921312,-0.7875986446116956,-0.0481483952823309,1.6973637386952452,-0.396892618096331,-0.0816698350751879,-0.6454436884274537,-0.6808321395156497,0.5489150685342803,-0.1747793112943998,0.3721212610708617,-0.0924853651965726,-0.3420139522932152,0.2151903947082185,-0.1796727713225497,0.7831144447854836,0.4506552534317398,0.490230914088032,-0.6569706947785635,0.1043454622884573,0.0779894393353215,-0.1350083355107504,-0.6747856844703789,0.0914969857329753,0.5381751362713232,0.7220482502375315,1.0446385684311594,-0.3595423302048518,0.166432177834214,-0.0442635127590184,-0.2679743784072901,0.5839383976743424,0.029058282473456,0.2879458485640196,0.4496919445649863,-0.1377086984443221,0.0140458170968695,-0.6908655652108335,-0.3060551196527168,-0.1639086967282482,-0.4046634848818383,-0.1081306858858114,0.2331734038744017,0.0647518404041323,-0.0174136938281421,0.2714137523998343,-0.3074856735091238,0.1134434933167196,0.1715550756022174,-0.4671452395209809,-0.5625214095265575,-0.098229296815391,0.4823280030042036,-0.044271401463984,0.6728602575840383,0.4100849156179045,-0.0852121255598301,-0.0228618360363637,0.2014550927228916,-0.3805573269716615,0.1158295671406824,0.1211123286942182,-0.5589147909537269,-0.2700843473912404,0.0694578462434555,0.1725624986803628,0.7850665329673623,0.1615466999679122,0.2225107253010064,0.0
MOL_00001,0.9587691476434842,0.1639779082984119,0.5334278153408892,-1.4677623490863478,-0.7742858543486816,-0.078493889424533,-0.5141243561266072,-0.2180944841505778,-0.074545877797314,-0.1914346147805947,-0.5848467521386816,0.1890821250898201,0.1312850098062605,0.1630022581558482,0.1139205803297762,0.3118182915746748,0.0572553016242073,0.299731592489716,-0.1493723256898916,-0.1967432850767926,0.6394898826305621,-0.528297747064465,-0.073530540573685,0.1852989924481933,0.0103336921770741,0.2748478189094551,0.3288895000544292,-0.1822265637850139,-0.460698476814937,-0.4100871899165226,-0.7000728609113914,-0.0188996502790448,0.0442312754355063,-0.6390970075467234,0.1221354263762593,0.2123803682944943,-0.1905561986731976,-0.07696409145938,-0.3939378203418899,-0.177460803218299,0.0957212621665551,0.079085519847687,0.0584162514215622,0.0075645743830732,0.0389700238920142,-0.1247082611765489,0.2205647237707976,0.4412295899247138,-0.2548546294630016,0.0477582957359494,-0.0164208905039363,-0.1244779173267134,-0.066448724756544,-0.1996679598385644,0.1139277154801324,0.1697899024176443,-0.0972933421914078,-0.1417767244956675,0.2838342317847985,-0.0039103888047665,0.039904775357732,-0.0911720266786968,0.3939035299717462,0.1534925310468505,-0.172521646330347,-0.0405830663839353,0.1818024029161963,-0.221002192738637,-0.2210155599798623,0.1729303360719667,0.0
MOL_00003,0.3598540446880643,0.3252338437333534,-1.1953746420717817,-0.1736339965720215,0.0173155466963511,-0.1604239958098054,-0.2534215580865733,-0.3446203846906457,0.993698538928416,-0.3525838454454533,0.2906445929360552,1.0605521634528494,0.3035183175540862,-0.0707326616326578,-0.0045395638431633,0.1847435743958285,-1.049391382744293,-0.0230988054014047,-0.3530448102844623,-0.2494651179488138,-0.3767097335914723,0.1174090180826212,-0.3108474061677393,0.4448254376643233,0.7151839771037463,0.1534843119869636,0.1008446565372599,0.3362675728784554,-0.2985523493031484,-0.3081678313685125,0.2571471375099312,0.8220317829572047,0.0424350784129417,0.0230594587544102,-0.2401122963344036,-0.0117676537906045,0.0201000269257158,0.1915405210088363,0.4976489280696938,-0.210928998439951,-0.2707272814723886,-0.350935781974003,0.0449413998836742,-0.187706752294554,-0.4661077131539068,0.2245587548108151,-0.0120173237101419,0.1498025564440379,-1.024317034036831,0.1726383633536693,-0.0292029883657247,0.1813010118684525,0.208610167565307,0.0916497258833446,-0.0861756661949976,-0.9285250509017446,0.2235679728755827,-0.1929101746275288,0.0894871121408106,0.2093364594549699,0.3495841126497734,0.220419794591327,-0.0718114826538477,-0.2536127955048899,-0.1157807020719388,-0.0356901728933725,-0.0030197839424221,0.0314506557629957,0.2478102585687595,0.1699937806491247,0.0
MOL_00004,-1.2101291138313344,-0.3657273783394812,0.2548012988721926,0.7495410781346903,-0.3304200010406189,0.0806155038370398,0.1544753029806863,-0.1309659544112125,0.0410758512451058,-0.6546869812971742,0.224722652801476,0.2617549538153069,0.3365735693401051,-0.2935303681044141,-0.0290032640116499,0.3706650613454544,0.6769118653369866,-0.1406438605476961,-0.0232133889268436,0.0823488798514606,0.2606846222361266,-0.0678136133776599,-0.4302334866532597,0.4077093044071929,-0.5029569951657615,-0.2730708973418556,0.005201701455292,-0.0601985200589029,0.1571271461455937,-0.2148252826129744,0.1063362026158414,-0.3385746387594268,0.1449001111101178,0.0692266142687688,0.0710564755805626,0.1878558931775396,0.1408395243941802,-0.2403790879667002,0.1618365112053763,-0.4059192286641052,0.0948556845807015,-0.0921345635768209,-0.0732776838695904,-0.015857620484837,0.1632291330035104,0.6933108744900924,-0.3464499207262553,-0.0614342841252154,-0.0059783840762804,0.0344563333319824,0.205975249581999,0.2137634058560549,-0.4361074654229568,-0.1797769441407197,-0.1217483340167701,0.0293940263996135,0.2664459662580757,0.0510792172725628,0.2243147986595405,-0.002173305900575,0.0250521218471322,0.4510284456152321,-0.1013369407738967,-0.2360619919317704,0.0256488946795238,-0.0305236526499322,0.2330819580781639,-0.1152276502539904,-0.1136851999984473,-0.0370224998560609,0.0
MOL_00005,-1.403039554878265,-0.3709568026379954,0.1455391805822844,-0.0411907373416926,0.2972583647767168,-0.5684130307743772,0.6342396575081561,0.0418826564381115,-0.3343155019404616,-0.4804610772612112,-0.0277983564573522,0.0081584467817211,0.6961900328476466,-0.4009001742806551,0.0531290450335479,0.1483009650378001,0.7281279073585808,-0.0622319621826424,0.2086242392957824,0.2948281121976783,0.5053471082463595,-0.2466980220788611,0.053432994948812,0.2347711914054993,-0.2488795072231464,-0.3046467723203293,0.0343502745744469,0.2069063518241082,-0.1041960913296858,0.0721070301913837,0.243655952557308,-0.2388053384485041,0.2928941999890787,0.0877984210044468,0.0766206178304024,0.0743276107464325,0.2717885500450572,-0.0530256856326363,0.0676402138188032,-0.2976531697301748,-0.07646630446391,-0.0062118265387578,0.2082839074181358,-0.1824600409459412,0.1573973328348406,0.1297922526149211,0.2491768592116951,0.1779166856089796,-0.2010536441985387,-0.1935149441277969,-0.3065469243207518,0.0234365233999042,-0.1502337322758924,0.0450651458749778,-0.0114266558222532,0.091700035536736,-0.1824440618359931,-0.0377254040721188,0.0091381731720512,-0.128130910673832,-0.0568098339317002,-0.1092974580924912,-0.0464644755356125,0.052576143790108,0.1684276274641429,-0.2748753961445204,0.0688942125351339,-0.2226757248012975,-0.371274531350686,-0.1367247705969564,0.0
MOL_00006,0.6882004084455786,-1.5523816642098105,-0.1205839824900332,-0.0885500106540534,-0.5838729147952161,0.09007883349295,-0.4606807759057827,-0.0330017838054593,-0.274063138438512,0.2805298099984916,-0.4798853335684734,0.2459217671927399,-0.2478073813769126,-0.3163481080682027,-0.691311732053351,0.5477302243618424,0.6450104794635944,0.4920885850746632,0.2935299823185863,-0.3097173164376793,0.0462278910760168,0.0888059204826628,0.0375408578255783,-0.7542336600261247,-0.1261215117611224,0.0976336910624364,-0.0260183863967543,-0.1243425581797786,0.1163272232896267,-0.0439784161006239,0.1654155150349389,-0.0025579606872225,-0.269354988471401,-0.0821950557344486,0.037509478774637,-0.1170459101403667,-0.1213531208202055,0.0385045807424156,-0.1307232930610391,-0.0230543170981665,-0.0470548361209778,-0.4031960920267909,-0.0572710220945759,-0.1809078858849072,-0.1653158450446171,-0.2112600414523,0.2415775354854964,-0.2253001767575088,-0.0331123804900661,0.0051930882353377,0.1341729784032163,0.1746164419972571,0.1744228802048328,0.1137020472468555,-0.1392110578953518,0.0817894705213825,-0.055404904471827,-0.0950954016661589,0.0594003216880981,0.0719340345951527,0.0267331670067314,-0.0001427886282343,0.0409775063221099,-0.1516235295251025,-0.0501199213000257,-0.0053705901820572,-0.148014165687534,0.1634671709437768,-0.0335257638956281,-0.0599884616044938,0.0
MOL_00008,-1.4191129235850453,-0.5324613263723578,0.1541809264804006,0.0499429977781618,-0.4692349814209295,0.130586590262936,1.051640594178911,-0.3250425282514648,0.3410297199395491,0.4406124326006412,0.3852563346788848,-0.3484611599204971,-0.0707732468958132,0.0313285691478403,-0.1183111735927905,-0.4895741520425594,0.1866707996318329,-0.1090411408317559,-0.3326487473339045,0.020200908170076,-0.294438713054961,-0.0810918444652276,-0.1093031863685178,-0.5316626511470506,0.2864142931115031,0.0515488550102056,-0.3148797044572285,0.1451325689598151,-0.6888583410598618,-0.1916873401680063,0.2174336774469926,0.1345055878525469,0.3789182944086572,0.0073144968077854,-0.3423694237015161,-0.3047028607834574,-0.2016932932514896,0.2944189977871654,-0.0238583245760742,-0.4231169752649401,-0.097213639330295,0.2325145471582557,-0.1819101496962923,0.2224246443085882,-0.1617409252361699,0.2031154583830487,-0.4086348896158237,-0.2397509481273573,0.2450631346280487,-0.2676870905857482,-0.0955386410404217,0.0444754392767472,-0.1109042237147886,0.1878541559941568,0.0415288064551853,-0.009973559059438,0.0551121876664276,-0.0518767081389901,0.0487892568046412,-0.0938801620013949,-0.0789430023346086,-0.1726027021877668,0.4127084093949645,0.3197001428090937,0.2449379121842106,-0.0874285182853568,-0.065740281111227,0.0296624999740143,-0.2058637349623659,-0.2228966722103477,0.0
MOL_00010,1.2784816397158294,0.8080525598287833,0.0297213123083451,0.4742751453122011,0.2616149225734101,0.6095588748579134,0.1388402038318306,-1.1909710966502294,-0.9975670012003652,2.5268952522597434,0.4668340472256411,0.134811728035406,0.7234086363148757,-0.1939652710982797,-0.300559146431883,0.3476971149068226,0.3089331698273048,-0.9367782456977454,-0.1506313502022247,-0.6844217424000687,-0.5364881266882922,0.3748714146984246,0.0874947559223437,-0.4633213513005423,-0.0175277903173556,0.1418873509130789,-0.0520371368572145,-0.9281744536930508,0.5301210479198185,-1.430296454229672,0.3050749608784812,-0.5706423426470166,0.0649845497658786,-0.2413945375102734,0.5500977779888174,0.9033821980383524,0.2295730956603169,-0.5795380998298119,0.5164280751817104,0.392824457186716,0.490547332648769,-0.7288171346146194,0.0888506707566588,-0.6084529150767927,0.063698577919966,0.6633237607587741,0.0700779749830004,-0.239554519912396,-0.8439096910381746,-0.3415347381398853,0.1386379421617435,0.0063816954206653,-0.3441813423068605,-1.55936371275574,0.0103138958289534,-0.2639858184403734,1.190883654700504,0.2853857156170742,-0.0366253467242956,0.3752166536354237,0.0284165630418871,0.3658037566558012,-0.1493123934105055,-0.620963969410766,-0.0933147187145655,0.2990668955844129,0.2497529911987989,0.1320610200546265,0.5727956713988458,0.3496202157273027,0.0
MOL_00011,0.2547608303608316,0.7414711135111434,1.7693475105201002,-0.2710783457721457,-0.4704726322109542,0.6826400437908531,0.2567234636496702,-0.6684187763498944,-0.3866256830838364,1.0778665799072762,0.9478396551452204,-0.5224477221509604,0.3430586231758053,0.5935629896129494,-0.1606346212440368,0.3550856992214309,0.0602701419110733,-0.0586732294633505,-0.1616106707281404,-0.728583068838562,0.2874746799075596,-0.5530569371121696,-0.2654960602600588,0.3031309894134642,0.7147752117299253,-0.0980859311119109,-0.4844318615248993,-0.543697839164637,-0.7065950286139568,-0.5806683858612918,-0.577408583116305,0.0795019621168726,0.21803620504672,0.0776625479049481,-0.2657282898453339,-0.0724301694694225,-0.4043421066407683,0.3808992702793429,-0.2082796112673044,0.2179611942779827,-0.2324196032994043,-0.1545240125726415,-0.2958771999488804,-0.5789274856449338,0.3306826838197332,0.2217138729414417,0.289481595701717,0.0638802589370682,-0.3352249733575665,-0.300814917015732,0.6191211038746735,-0.0141073217291776,-0.1323437260594495,-0.2385234169315249,-0.1054712082009755,0.1659775261713151,0.0971975654239765,0.0799776591016587,0.4838428756980862,0.1517801331454619,0.437434592808841,-0.5216979141013377,-0.6960606877830503,0.2530453007625416,-0.5323127574206221,0.5099860650622983,0.2018066219923685,-0.1914169265327398,0.2427095523102778,-0.6101412664642876,0.0
MOL_00012,-1.182418449603102,0.7494853141130106,-0.7435544034339963,0.7404952569891597,-0.2992082270070902,-0.1901533450817061,1.0087121822132692,-0.2045751298273498,0.2015798564444267,0.1163240301271406,-0.6220575182681485,-0.0510006116625363,-0.3159423481873779,0.235934029624921,0.5626054569238685,-0.0123477572139466,0.2774145103778278,0.1640495472364563,0.0389516520922471,0.0269903745052791,-0.4940658292578325,0.1013790520083987,-0.2293844578108374,-0.000150436960736,0.1734485866057844,0.0160322175970333,-0.0646944272606457,-0.0863645876544925,0.2311534076958554,-0.0447057954500658,0.1803627344658945,0.189806210053156,0.0715595333014083,-0.1462719666748681,-0.0173873990497315,0.0818708291369771,0.1288732259725405,-0.2176995697136681,0.0535879020543093,0.1601059428112625,0.1564221538642577,-0.0680221213223702,0.2208003908979161,-0.3895216692025647,0.3108259807289414,-0.1392965203649468,0.2968981393002778,0.0627205691625704,0.1345687599783389,-0.1332776356257893,0.0591745829293152,-0.2348654257103151,0.0509540043316136,-0.0404223932034394,-0.0955560565176037,0.1557730093570754,-0.1933267766795122,-0.0972704544187043,0.1667621116008355,-0.2336976818680869,0.313542241175998,0.2963944398190914,-0.0646111370488594,-0.0985765542985648,0.0069354683531762,0.089536936795893,-0.2950969218330285,-0.1309181855648891,-0.169878448654851,0.0346938198842109,0.0
